,tweet,labels
415,worldwarze hoe aint loyal,Offensive language
416,xoxoclauudia yassssss order chines bitch ate taco fat fuck,Offensive language
417,mbiedanc made bitch lunch elizabethbatman bitch love lunch,Offensive language
418,brainerbut soon bitch get rich polit power view changepolit whore ,Offensive language
419,pussi day keep devil away doperthanyola,Offensive language
420,aint bitch mean,Offensive language
421,bitch want babi dont want children,Offensive language
422,bitch must lost ,Offensive language
423,babi like left side bitch cant cuz street side twitter said aint real,Offensive language
424,bae sound like ghetto word use someth els,Neither hate speech nor offensive language
425,batter wee cunt jewi cos fuck ex emma isnt batter girl ive nailed move onstop pussi n urself,Offensive language
426,bleed hoe alexa,Offensive language
427,boolin bando wit bitch,Offensive language
428,browni browni love movi ,Neither hate speech nor offensive language
429,need bad bitch that hotter might realist shit partynextdoor ever said that feelin everyday,Offensive language
430,way punch bitch,Offensive language
431,caesar home rt naewoodst mjayskillz  much bitch look like let start ape ,Offensive language
432,chines maverick communic comrad  u know give imperialist yank birdi ,Neither hate speech nor offensive language
433,dad say hi snapchat dad duce bitch ,Offensive language
434,believ hoe fact loyal disagre believ fact loyalest bunchthes hoe,Offensive language
435,dont know ugli bitch dont know broke niggaskeving,Offensive language
436,dont make make fall live nigga like meee bird favorit song weeknd,Offensive language
437,dont worri nigga see worri nigga dont see dat da nigga fuckin yo bitch,Hate speech
438,dont ever give pussi away keep tight alright,Offensive language
439,drop stack caus bitch im poloboy song call dopedownload mixtap ,Offensive language
440,dumb bitch dumb thing,Offensive language
441,eat pussi like real nigga hungri,Offensive language
442,eff let go crippl ,Offensive language
443,everyth look better bitch next,Offensive language
444,facto shaunasayomi care hoe ass look like ,Offensive language
445,everi bad bitch nigga tire fuck,Offensive language
446,foreign chick lie man bitch beauti,Offensive language
447,fresh nigga kno need clean bitch kno im work cuz wanna see team rich ,Offensive language
448,fuck make rule suck dragon ball bitch call goku,Offensive language
449,generat ascii box nodej see abil bring flappybird node via ascii tube bird  ,Neither hate speech nor offensive language
450,get shit bitch fine bear,Offensive language
451,get ass back detroit ya fuckin wigger,Offensive language
452,girl date okay aint mad yo unless stab heart love hoe,Offensive language
453,know twitter password bitch pleas,Offensive language
454,seen show seen hoe wasnt hot would thick,Offensive language
455,bitch hit hoe ,Offensive language
456,marri white woman lucki sumbitch  uncl ruckus,Offensive language
457,wanna nigga im trinna save account omg imma funni ass bitch man that real shit ,Offensive language
458,great grandma hoeher grandma hoeher mom hoe shes hoe long line hoe grandpa carl everyon,Offensive language
459,hey go look video man found kidnap girl ohiowhat nigger  shitmybosssay,Hate speech
460,hey pussi still,Offensive language
461,draft gungho folk send afghanistan war zone show ,Neither hate speech nor offensive language
462,hotter bitch,Offensive language
463,u talk hoe bout bro n em talk hoe bout bro n em,Offensive language
464,crazi bitch hilari,Offensive language
465,know shoe dirti fuck whatev bitch dont calllik negro one first thing look shoe dog,Offensive language
466,thrill billywith hillbilli heart billyraycyrus hahahahaha jesus murphi,Neither hate speech nor offensive language
467,call bitch makennam,Offensive language
468,cant handl liquor bitch cant handl meeedd  chief sosa,Offensive language
469,dont chase dude chase bitch  edgar bautista,Offensive language
470,dont love hoe babi forev,Offensive language
471,dont even need pictur tamar bitch beat everi ,Offensive language
472,dont hoe ,Offensive language
473,found new way chug open mouth alot shitallysay,Neither hate speech nor offensive language
474,fuck hate bitch much wanna smack face tongu kiss,Offensive language
475,got bitch set like jada picketqueen latifah ride round niec bitch titi,Offensive language
476,got sister told stop call women bitch,Offensive language
477,guess night bitch die stewi nigga,Offensive language
478,bitch bitch bitch eat halibut  iamyoungroc freshrhym jerksquad slowstir,Offensive language
479,ladylovesh marri still wanna bang hersh wont sex mewhat bitch troubadour probabl,Offensive language
480,heard look candi man bitch,Offensive language
481,hope dont get mad ladi call bitch bitch bc dont know name individu katt william letmicahdown,Offensive language
482,got number im bitch boy,Offensive language
483,know shit eatin grin either fuck girl dream sold car know your faggot whatd ,Offensive language
484,older men caus theyr maturethat suppos fool us bitch,Offensive language
485,prolli leav bitch cup hand yo hand hand,Offensive language
486,said dont like tast like wolf pussi even know tast like,Offensive language
487,taught eat pussi cut hairi taught eat pussi name movi ,Offensive language
488,use dress like cop toooh reallyyeahright mad pussyreallyyesil never forget,Offensive language
489,went jail flock amp came home wit strike went jail bitch came home dike yg,Offensive language
490,fuck u u stand u dizzi bitch two uniqu amp separ phrase overheard relat say younger,Offensive language
491,woke like thi bitch go back bed,Offensive language
492,would rather call bitch sir manag,Offensive language
493,ill beat pussi hard,Offensive language
494,ill slit throatneck ,Neither hate speech nor offensive language
495,im funki ass honkey  jtimberlak shout macklemor tonight cabaret tour,Offensive language
496,im compar kfc pussi ,Offensive language
497,im download new person order new face bitch love goddamn axl rose yell sex robot,Offensive language
498,im feelin like malcolm middl bitch surround cant miss em,Offensive language
499,im gonna piss dimpl stop wast prayer trash team lol,Offensive language
500,im probabl main bitch chocol dip cinnamon appl,Offensive language
501,im sick shit man jonniesantana sit bitch ass im fed bro rt life geno threw yet anoth pick smh,Offensive language
502,im sorri fuck yo bitch realli dig nigga kingl,Offensive language
503,ib irrit bitch syndrom,Offensive language
504,love hide yo bitch youll keep shortywizkhalifa,Offensive language
505,talk back aint get pussym ,Offensive language
506,your bad bitch put hand high everi girl room start wave hand around,Offensive language
507,imma tie bitch basement donkeyfuck ass two week straight hahahahahahahahaha centmovi beforeiselfdestruct,Offensive language
508,mindgotta dumb hoe anthem,Offensive language
509,albino mexicanno dad hes asian,Neither hate speech nor offensive language
510,take true direction accept larri know bitch fan like make boy cri thankyoupaulforconfirminglarri,Offensive language
511,alleg u bedroom u see word naiv amp blind bitch know ur husband cheat u ramona dumb,Offensive language
512,never late tag bitch cyfyr,Offensive language
513,dyke hunter dyke dyke ,Offensive language
514,julia robert your ho nottinghil,Offensive language
515,follow yellow brick twitter,Neither hate speech nor offensive language
516,lmfaoooooooooooooooooo bbbrook pussi good mama like guess gotta mama,Offensive language
517,lol crippl  wendi davi rt mailonlin scientist creat remotecontrol chick studi shi penguin ,Neither hate speech nor offensive language
518,let nip ahoy spank mayb,Offensive language
519,let kill cracker babi wtf hear wow,Hate speech
520,like correct im wrong doesnt pimpin involv smackin bitch money,Offensive language
521,lmao rt life pound cake look like pussi ,Offensive language
522,lmao swillalo drose adida lighter phone  shit retard,Offensive language
523,mam e doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,Neither hate speech nor offensive language
524,mayb want friend mayb shes stupid bitch never know make cum ,Offensive language
525,mine play dmx kirk franklin smh justcallmebrit well neighbor ghetto  get like beat kid,Neither hate speech nor offensive language
526,grandma use call porch monkey time come think refer broken bottl nigger knife ,Hate speech
527,momma told tell mind yoooo damn motha fuckin busi knowin bitch,Offensive language
528,nip freeeeezingand that okay theyr slice ,Offensive language
529,twitter hack  im pussi admit said want act like never said,Offensive language
530,nah girl aint gon abl make tight sinc russ loss job back like damn bitch realli,Offensive language
531,nah nomeekjustmilz yo thought photoshop face faggot smmfhi hate yall ,Hate speech
532,new flame song yr lol bitch super run like,Offensive language
533,nigga alway yell fuck bitch get money meanwhil theyr broke still want ,Offensive language
534,nigga press pussi eeeeeen nothin,Offensive language
535,bitch   nan,Offensive language
536,boat hoe pleas thank  mom,Offensive language
537,ovo amp kendrick lamar still ,Neither hate speech nor offensive language
538,top pregnant ass sorri hoe aint never got money even water broke  riptallt,Offensive language
539,coupl red sox gotten past first base im die laugh mayb yank need teach game,Neither hate speech nor offensive language
540,peopl time aryan race stand say mongerl turn world ghetto slum ,Hate speech
541,pistol whip dickau shoot yo bitch club upsometim freestyl freestyl im okay,Offensive language
542,rt pleas thank bmorepocahonta pierc pussi come across timelin ,Offensive language
543,remi machiavelli send shot ya belli bitch ,Offensive language
544,roberto one nasti hoe,Offensive language
545,sorri jb realli justin come back top comment justin timberlak video million view son fuck bitch,Offensive language
546,search incred stori white man quest find ingredi necessari make caribbean jerk chicken redneck land,Offensive language
547,sell soul materi wish fast car bitch tupac smile remix,Offensive language
548,shake bear  aka two redneck sex dead bear,Offensive language
549,shall compar thee day day bitch,Offensive language
550,gotta shape pussi lip tho postprettypussi whole wheat organ pussi ,Offensive language
551,said wigga man richtak durag ,Offensive language
552,bitch anyway,Offensive language
553,shes florida youv got sniff test swamp pussi ,Offensive language
554,slow fuck bitch know liveclassi young ladi,Offensive language
555,hes good footbal playerbut still act like nig,Offensive language
556,stop pussi son shove needl heart afterearth,Offensive language
557,stop look us go eat pussi yuppi fuck,Offensive language
558,takin straight dirt finger pussi know put dick ,Offensive language
559,aint bro move that hoe move,Offensive language
560,girl plain look borderlin ugli amp chunki hey least shes got nice smile amp great person,Offensive language
561,devil grow insid heart selfish wickedwhit brown yellow black color restrict,Neither hate speech nor offensive language
562,water isnt yellow im healthi student,Neither hate speech nor offensive language
563,hoe aint loyal,Offensive language
564,hoe keep callin aint pickin ,Offensive language
565,sour appl bitter bitch im fuckin wit em,Hate speech
566,faggot jonniesantana oriol petti fuckgot swept outta bitch,Offensive language
567,ghetto ass band  get snuck ,Offensive language
568,divis trash nomeekjustmilz saint gon win nfc southwatch,Neither hate speech nor offensive language
